image,cell_id,source,cy,cx,area_px,circularity,eccentricity,solidity
HET_3,1582,cellpose_ext,2764.0,1856.2,466,0.790,0.688,0.930
HET_3,1583,cellpose_ext,2761.2,2577.6,407,0.654,0.462,0.841
HET_3,1584,cellpose_ext,2763.6,2001.4,415,0.549,0.885,0.806
HET_3,1585,cellpose_ext,2757.6,2374.0,243,0.871,0.724,0.949
HET_3,1586,cellpose_ext,2774.9,2232.7,587,0.339,0.877,0.660
HET_3,1587,cellpose_ext,2758.0,2392.9,173,0.865,0.678,0.915
HET_3,1588,cellpose_ext,2769.5,2740.6,509,0.568,0.792,0.807
HET_3,1589,cellpose_ext,2771.4,1716.1,337,0.501,0.936,0.802
HET_3,1590,cellpose_ext,2774.8,930.6,475,0.666,0.866,0.881
HET_3,1591,cellpose_ext,2771.3,1896.4,276,0.726,0.846,0.917
HET_3,1592,cellpose_ext,2772.7,1777.4,277,0.786,0.814,0.930
HET_3,1593,cellpose_ext,2766.3,2873.2,281,0.671,0.898,0.862
HET_3,1594,cellpose_ext,2771.0,2689.4,496,0.433,0.943,0.758
HET_3,1595,cellpose_ext,2771.9,2508.3,241,0.833,0.830,0.938
HET_3,1596,cellpose_ext,2780.5,2886.8,285,0.599,0.806,0.826
HET_3,1597,cellpose_ext,2805.5,869.5,561,0.307,0.967,0.687
HET_3,1598,cellpose_ext,2778.2,2256.1,200,0.820,0.707,0.909
HET_3,1599,cellpose_ext,2778.2,733.0,156,0.755,0.856,0.902
HET_3,1600,cellpose_ext,2779.7,2381.9,243,0.739,0.832,0.880
HET_3,1601,cellpose_ext,2792.3,2131.0,503,0.527,0.911,0.826
HET_3,1602,cellpose_ext,2785.2,2636.6,389,0.549,0.846,0.792
HET_3,1603,cellpose_ext,2782.2,2868.4,160,0.792,0.878,0.936
HET_3,1604,cellpose_ext,2787.8,1767.8,286,0.870,0.765,0.963
HET_3,1605,cellpose_ext,2794.5,1937.2,291,0.752,0.794,0.912
HET_3,1606,cellpose_ext,2792.0,1481.3,223,0.765,0.887,0.941
HET_3,1607,cellpose_ext,2799.0,2833.4,597,0.664,0.864,0.894
HET_3,1608,cellpose_ext,2805.7,1824.4,444,0.699,0.764,0.869
HET_3,1609,cellpose_ext,2805.2,2514.7,355,0.631,0.870,0.868
HET_3,1610,cellpose_ext,2824.9,2039.9,580,0.330,0.901,0.647
HET_3,1611,cellpose_ext,2811.6,1090.0,596,0.480,0.941,0.722
HET_3,1612,cellpose_ext,2807.0,1171.6,546,0.405,0.950,0.772
HET_3,1613,cellpose_ext,2804.8,1751.5,240,0.808,0.813,0.930
HET_3,1614,cellpose_ext,2807.7,1878.1,564,0.480,0.934,0.786
HET_3,1615,cellpose_ext,2813.3,1433.8,421,0.449,0.862,0.726
HET_3,1616,cellpose_ext,2812.5,1302.9,338,0.686,0.575,0.854
HET_3,1617,cellpose_ext,2805.1,1618.8,136,0.643,0.941,0.907
HET_3,1618,cellpose_ext,2814.4,2282.7,334,0.701,0.525,0.850
HET_3,1619,cellpose_ext,2810.6,2595.0,239,0.820,0.839,0.937
HET_3,1620,cellpose_ext,2811.3,1489.5,161,0.965,0.476,0.947
HET_3,1621,cellpose_ext,2813.7,1724.0,483,0.633,0.904,0.908
HET_3,1622,cellpose_ext,2815.4,1762.6,274,0.897,0.634,0.948
HET_3,1623,cellpose_ext,2815.6,1642.4,251,0.885,0.707,0.947
HET_3,1624,cellpose_ext,2817.1,2187.4,241,0.760,0.858,0.913
HET_3,1625,cellpose_ext,2818.9,2790.6,461,0.567,0.832,0.809
HET_3,1626,cellpose_ext,2818.1,2266.1,274,0.868,0.705,0.942
HET_3,1627,cellpose_ext,2827.1,807.7,352,0.435,0.957,0.779
HET_3,1628,cellpose_ext,2821.0,1574.2,198,0.898,0.615,0.947
HET_3,1629,cellpose_ext,2820.3,1534.2,190,0.862,0.741,0.927
HET_3,1630,cellpose_ext,2827.3,2820.4,228,0.537,0.945,0.806
HET_3,1631,cellpose_ext,2827.5,2356.7,364,0.793,0.630,0.903
HET_3,1632,cellpose_ext,2832.2,2856.2,514,0.751,0.790,0.908
HET_3,1633,cellpose_ext,2836.2,968.5,424,0.529,0.889,0.775
HET_3,1634,cellpose_ext,2831.2,1232.0,311,0.690,0.793,0.896
HET_3,1635,cellpose_ext,2831.9,2567.5,295,0.874,0.757,0.952
HET_3,1636,cellpose_ext,2839.0,2095.1,768,0.570,0.893,0.834
HET_3,1637,cellpose_ext,2833.7,2313.5,145,0.911,0.802,0.967
HET_3,1638,cellpose_ext,2848.6,754.0,405,0.475,0.937,0.747
HET_3,1639,cellpose_ext,2838.9,693.3,238,0.780,0.857,0.878
HET_3,1640,cellpose_ext,2844.5,2700.2,304,0.717,0.867,0.905
HET_3,1641,cellpose_ext,2839.0,1326.4,185,0.856,0.808,0.944
HET_3,1642,cellpose_ext,2847.3,1792.0,399,0.833,0.709,0.941
HET_3,1643,cellpose_ext,2846.6,1726.8,478,0.627,0.735,0.857
HET_3,1644,cellpose_ext,2851.1,912.9,509,0.445,0.725,0.747
HET_3,1645,cellpose_ext,2847.2,2656.1,296,0.808,0.871,0.952
HET_3,1646,cellpose_ext,2852.1,1817.9,453,0.685,0.814,0.855
HET_3,1647,cellpose_ext,2849.6,2312.6,457,0.633,0.933,0.920
HET_3,1648,cellpose_ext,2853.1,1280.1,477,0.681,0.684,0.867
HET_3,1649,cellpose_ext,2848.9,1523.6,288,0.854,0.748,0.944
HET_3,1650,cellpose_ext,2850.4,2788.4,384,0.587,0.894,0.855
HET_3,1651,cellpose_ext,2850.7,1342.7,324,0.767,0.867,0.931
HET_3,1652,cellpose_ext,2855.7,1412.3,395,0.720,0.766,0.894
HET_3,1653,cellpose_ext,2861.8,2530.1,247,0.788,0.874,0.936
HET_3,1654,cellpose_ext,2864.5,1687.9,341,0.750,0.855,0.909
HET_3,1655,cellpose_ext,2870.6,1955.8,426,0.612,0.915,0.834
HET_3,1656,cellpose_ext,2864.7,1052.2,233,0.763,0.820,0.900
HET_3,1657,cellpose_ext,2861.7,2134.6,222,0.747,0.871,0.914
HET_3,1658,cellpose_ext,2867.7,2685.1,462,0.624,0.589,0.819
HET_3,1659,cellpose_ext,2868.7,629.7,612,0.699,0.851,0.909
HET_3,1660,cellpose_ext,2869.5,2748.7,82,0.997,0.510,0.932
HET_3,1661,cellpose_ext,2873.9,1268.0,162,0.927,0.789,0.959
HET_3,1662,cellpose_ext,2878.7,1517.9,360,0.542,0.876,0.784
HET_3,1663,cellpose_ext,2880.5,1484.1,378,0.581,0.948,0.887
HET_3,1664,cellpose_ext,2886.7,2245.0,367,0.687,0.875,0.904
HET_3,1665,cellpose_ext,2903.6,1989.0,604,0.335,0.881,0.586
HET_3,1666,cellpose_ext,2883.0,2752.4,306,0.799,0.839,0.930
HET_3,1667,cellpose_ext,2881.4,2224.3,187,0.797,0.863,0.940
HET_3,1668,cellpose_ext,2891.2,1307.0,426,0.653,0.682,0.824
HET_3,1669,cellpose_ext,2882.9,2781.2,321,0.546,0.945,0.863
HET_3,1670,cellpose_ext,2887.2,620.1,354,0.783,0.744,0.915
HET_3,1671,cellpose_ext,2890.5,1143.9,301,0.513,0.937,0.827
HET_3,1672,cellpose_ext,2893.1,2574.5,319,0.724,0.730,0.867
HET_3,1673,cellpose_ext,2889.7,2723.1,234,0.858,0.640,0.925
HET_3,1674,cellpose_ext,2889.3,1853.5,522,0.490,0.911,0.802
HET_3,1675,cellpose_ext,2891.3,644.2,383,0.817,0.654,0.936
HET_3,1676,cellpose_ext,2890.2,2075.8,360,0.604,0.862,0.841
HET_3,1677,cellpose_ext,2890.0,2112.0,248,0.760,0.822,0.919
HET_3,1678,cellpose_ext,2903.4,784.7,509,0.367,0.972,0.754
HET_3,1679,cellpose_ext,2897.0,2232.0,428,0.740,0.788,0.918
HET_3,1680,cellpose_ext,2892.8,2138.6,255,0.963,0.570,0.970
HET_3,1681,cellpose_ext,2894.3,2640.4,241,0.857,0.686,0.934
HET_3,1682,cellpose_ext,2900.8,2166.9,517,0.495,0.869,0.789
HET_3,1683,cellpose_ext,2894.0,2559.3,139,0.995,0.455,0.979
HET_3,1684,cellpose_ext,2896.8,2768.7,207,0.952,0.595,0.945
HET_3,1685,cellpose_ext,2898.2,2731.7,115,0.883,0.710,0.927
HET_3,1686,cellpose_ext,2904.4,2186.7,190,0.793,0.800,0.927
HET_3,1687,cellpose_ext,2905.6,2564.4,199,0.662,0.929,0.888
HET_3,1688,cellpose_ext,2916.9,1862.4,245,0.498,0.971,0.866
HET_3,1689,cellpose_ext,2909.8,2635.9,215,0.939,0.612,0.951
HET_3,1690,cellpose_ext,2911.9,2617.1,276,0.904,0.655,0.958
HET_3,1691,cellpose_ext,2911.7,685.3,319,0.717,0.912,0.944
HET_3,1692,cellpose_ext,2918.5,2574.7,274,0.833,0.214,0.913
HET_3,1693,cellpose_ext,2924.8,996.0,381,0.523,0.939,0.816
HET_3,1694,cellpose_ext,2927.2,635.7,376,0.585,0.897,0.825
HET_3,1695,cellpose_ext,2940.4,580.3,405,0.469,0.958,0.882
HET_3,1696,cellpose_ext,2933.7,2073.6,431,0.855,0.535,0.954
HET_3,1697,cellpose_ext,2930.3,2626.6,352,0.717,0.793,0.887
HET_3,1698,cellpose_ext,2938.2,1912.2,330,0.834,0.742,0.935
HET_3,1699,cellpose_ext,2936.4,1283.9,398,0.608,0.939,0.909
HET_3,1700,cellpose_ext,2935.8,1485.2,282,0.821,0.720,0.892
HET_3,1701,cellpose_ext,2933.6,1209.6,241,0.593,0.940,0.903
HET_3,1702,cellpose_ext,2938.2,1471.5,194,0.835,0.764,0.919
HET_3,1703,cellpose_ext,2942.3,874.0,373,0.778,0.748,0.910
HET_3,1704,cellpose_ext,2947.0,1229.7,220,0.935,0.720,0.969
HET_3,1705,cellpose_ext,2949.4,1106.3,240,0.747,0.751,0.886
HET_3,1706,cellpose_ext,2956.0,1425.0,311,0.673,0.884,0.850
HET_3,1707,cellpose_ext,2958.1,1341.1,281,0.776,0.685,0.912
HET_3,1708,cellpose_ext,2960.2,562.1,267,0.766,0.728,0.884
HET_3,1709,cellpose_ext,2965.9,1235.9,318,0.806,0.839,0.944
HET_3,1710,cellpose_ext,2967.0,2048.4,321,0.865,0.785,0.955
HET_3,1711,cellpose_ext,2969.6,1267.6,228,0.878,0.730,0.946
HET_3,1712,cellpose_ext,2977.4,738.3,385,0.401,0.971,0.772
HET_3,1713,cellpose_ext,2976.0,1872.5,284,0.633,0.844,0.811
HET_3,1714,cellpose_ext,2988.7,821.2,454,0.416,0.875,0.733
HET_3,1715,cellpose_ext,2979.6,1206.4,236,0.663,0.667,0.834
HET_3,1716,cellpose_ext,2984.9,1345.4,373,0.633,0.930,0.880
HET_3,1717,cellpose_ext,2989.7,1000.1,496,0.887,0.675,0.954
HET_3,1718,cellpose_ext,2999.5,1319.6,600,0.348,0.632,0.684
HET_3,1719,cellpose_ext,2988.8,1269.0,341,0.743,0.553,0.909
HET_3,1720,cellpose_ext,2991.9,1942.7,277,0.739,0.889,0.923
HET_3,1721,cellpose_ext,2995.0,558.9,421,0.352,0.850,0.603
HET_3,1722,cellpose_ext,2996.3,1180.7,264,0.584,0.884,0.783
HET_3,1723,cellpose_ext,2994.6,2122.2,252,0.951,0.594,0.958
HET_3,1724,cellpose_ext,3003.6,950.3,492,0.422,0.851,0.698
HET_3,1725,cellpose_ext,2998.4,2012.8,201,0.924,0.589,0.944
HET_3,1726,cellpose_ext,3005.2,1245.6,284,0.821,0.806,0.937
HET_3,1727,cellpose_ext,3007.9,2049.8,288,0.784,0.829,0.920
HET_3,1728,cellpose_ext,3012.1,2027.4,383,0.649,0.883,0.901
HET_3,1729,cellpose_ext,3015.4,1045.3,284,0.685,0.814,0.869
HET_3,1730,cellpose_ext,3022.4,1060.0,432,0.645,0.863,0.852
HET_3,1731,cellpose_ext,3018.2,1191.1,313,0.669,0.912,0.913
HET_3,1732,cellpose_ext,3015.9,1002.5,256,0.947,0.719,0.962
HET_3,1733,cellpose_ext,3024.2,1868.1,224,0.829,0.802,0.933
HET_3,1734,cellpose_ext,3028.1,1104.3,304,0.604,0.656,0.809
HET_3,1735,cellpose_ext,3029.5,1224.9,349,0.655,0.907,0.884
HET_3,1736,cellpose_ext,3027.8,1880.0,158,0.831,0.825,0.919
HET_3,1737,cellpose_ext,3035.3,652.1,308,0.427,0.940,0.667
HET_3,1738,cellpose_ext,3036.2,2216.7,315,0.678,0.744,0.882
HET_3,1739,cellpose_ext,3031.3,1924.3,228,0.776,0.833,0.934
HET_3,1740,cellpose_ext,3035.2,1131.9,460,0.593,0.790,0.847
HET_3,1741,cellpose_ext,3040.6,889.5,287,0.781,0.870,0.938
HET_3,1742,cellpose_ext,3044.3,1230.4,290,0.862,0.672,0.963
HET_3,1743,cellpose_ext,3048.2,1175.0,571,0.646,0.896,0.895
HET_3,1744,cellpose_ext,3049.0,1064.2,575,0.606,0.832,0.836
HET_3,1745,cellpose_ext,3052.7,1005.0,523,0.566,0.727,0.802
HET_3,1746,cellpose_ext,3062.0,563.6,384,0.587,0.788,0.837
HET_3,1747,cellpose_ext,3056.9,2160.4,128,0.910,0.521,0.928
HET_3,1748,cellpose_ext,3066.5,1893.9,231,0.721,0.499,0.882
HET_3,1749,cellpose_ext,3071.5,959.3,574,0.624,0.578,0.839
HET_3,1750,cellpose_ext,3067.5,2167.1,271,0.542,0.884,0.783
HET_3,1751,cellpose_ext,3075.1,808.4,363,0.457,0.820,0.703
HET_3,1752,cellpose_ext,3075.8,1012.1,504,0.453,0.876,0.699
HET_3,1753,cellpose_ext,3077.4,689.9,179,0.869,0.816,0.947
HET_3,1754,cellpose_ext,3080.7,2098.1,241,0.776,0.574,0.873
HET_3,1755,cellpose_ext,3085.5,745.0,267,0.606,0.581,0.824
HET_3,1756,cellpose_ext,3086.4,796.1,270,0.952,0.457,0.964
HET_3,1757,cellpose_ext,3101.3,1070.7,573,0.525,0.853,0.814
HET_3,1758,cellpose_ext,3097.1,867.0,538,0.378,0.906,0.659
HET_3,1759,cellpose_ext,3098.8,1942.7,268,0.878,0.800,0.961
HET_3,1760,cellpose_ext,3103.6,1905.3,563,0.903,0.535,0.959
HET_3,1761,cellpose_ext,3097.3,2010.2,386,0.565,0.917,0.811
HET_3,1762,cellpose_ext,3094.2,941.0,164,0.721,0.914,0.937
HET_3,1763,cellpose_ext,3102.0,1023.6,221,0.857,0.718,0.936
HET_3,1764,cellpose_ext,3111.5,1032.6,153,0.848,0.793,0.905
HET_3,1765,cellpose_ext,3120.8,2052.0,341,0.550,0.878,0.788
HET_3,1766,cellpose_ext,3125.9,1896.5,175,0.709,0.905,0.911
HET_3,1767,cellpose_ext,3127.9,1906.1,155,0.748,0.821,0.886
HET_3,1768,cellpose_ext,3129.3,2161.6,219,0.798,0.510,0.912
HET_3,1769,cellpose_ext,3140.1,1915.1,231,0.659,0.914,0.868
HET_3,1770,cellpose_ext,3142.4,2157.4,153,0.965,0.553,0.944
HET_3,1771,cellpose_ext,3147.9,2075.3,275,0.922,0.653,0.962
HET_3,1772,cellpose_ext,3151.8,1914.1,461,0.724,0.900,0.973
HET_3,1773,supp,22.2,943.5,241,0.411,0.814,0.753
HET_3,1774,supp,33.7,1006.0,744,0.157,0.951,0.667
HET_3,1775,supp,26.7,72.2,98,0.363,0.979,0.705
HET_3,1776,supp,40.1,127.9,190,0.140,0.970,0.318
HET_3,1777,supp,20.3,159.1,102,0.470,0.881,0.630
HET_3,1778,supp,23.8,1088.3,91,0.948,0.695,0.978
HET_3,1779,supp,31.3,647.2,137,0.219,0.892,0.469
HET_3,1780,supp,54.5,326.5,335,0.316,0.787,0.575
HET_3,1781,supp,64.7,86.7,388,0.196,0.821,0.473
HET_3,1782,supp,85.5,1100.6,989,0.094,0.743,0.484
HET_3,1783,supp,99.0,1054.4,441,0.148,0.635,0.513
HET_3,1784,supp,89.4,966.1,132,0.365,0.976,0.754
HET_3,1785,supp,117.7,363.3,415,0.150,0.926,0.428
HET_3,1786,supp,117.0,252.4,153,0.197,0.996,0.612
HET_3,1787,supp,174.5,83.4,1141,0.066,0.973,0.267
HET_3,1788,supp,120.7,1077.3,307,0.283,0.697,0.517
HET_3,1789,supp,119.2,772.7,85,0.343,0.989,0.599
HET_3,1790,supp,126.6,1156.9,416,0.258,0.529,0.611
HET_3,1791,supp,123.5,753.5,90,0.729,0.614,0.826
HET_3,1792,supp,137.6,31.6,228,0.232,0.914,0.452
HET_3,1793,supp,146.3,1130.1,98,0.410,0.954,0.598
HET_3,1794,supp,169.6,118.6,347,0.176,0.780,0.483
HET_3,1795,supp,187.2,1216.6,570,0.101,0.913,0.409
HET_3,1796,supp,188.4,742.7,225,0.264,0.874,0.584
HET_3,1797,supp,195.5,319.4,458,0.174,0.843,0.425
HET_3,1798,supp,197.1,1189.3,131,0.470,0.919,0.708
HET_3,1799,supp,227.9,656.4,219,0.232,0.833,0.438
HET_3,1800,supp,252.3,185.8,336,0.172,0.890,0.411
HET_3,1801,supp,239.9,874.4,120,0.184,0.873,0.352
HET_3,1802,supp,240.7,153.2,151,0.411,0.954,0.693
HET_3,1803,supp,287.9,124.9,1201,0.062,0.569,0.334
HET_3,1804,supp,251.8,997.8,414,0.147,0.828,0.375
HET_3,1805,supp,239.6,138.2,91,0.864,0.796,0.929
HET_3,1806,supp,272.5,733.7,440,0.109,0.845,0.263
HET_3,1807,supp,270.8,1293.9,578,0.436,0.472,0.825
HET_3,1808,supp,282.2,554.6,109,0.332,0.975,0.583
HET_3,1809,supp,294.1,888.9,118,0.417,0.963,0.715
HET_3,1810,supp,292.3,1352.0,95,0.389,0.975,0.552
HET_3,1811,supp,307.9,773.9,87,0.318,0.973,0.547
HET_3,1812,supp,332.8,1299.0,110,0.437,0.824,0.629
HET_3,1813,supp,338.2,1392.3,212,0.256,0.870,0.584
HET_3,1814,supp,353.7,929.0,156,0.181,0.667,0.487
HET_3,1815,supp,360.3,618.1,112,0.252,0.988,0.557
HET_3,1816,supp,361.2,733.1,227,0.225,0.744,0.414
HET_3,1817,supp,357.1,1493.5,91,0.649,0.930,0.858
HET_3,1818,supp,367.8,194.4,153,0.275,0.823,0.605
HET_3,1819,supp,399.8,219.6,106,0.503,0.950,0.752
HET_3,1820,supp,438.1,872.3,372,0.084,0.978,0.204
HET_3,1821,supp,462.1,459.4,459,0.071,0.944,0.209
HET_3,1822,supp,436.3,1602.2,88,0.541,0.956,0.793
HET_3,1823,supp,459.4,234.5,445,0.153,0.843,0.403
HET_3,1824,supp,459.1,1578.1,433,0.136,0.775,0.408
HET_3,1825,supp,455.9,287.7,286,0.178,0.842,0.328
HET_3,1826,supp,442.4,965.4,79,0.627,0.673,0.790
HET_3,1827,supp,457.5,384.3,281,0.340,0.896,0.626
HET_3,1828,supp,462.2,170.3,648,0.167,0.916,0.523
HET_3,1829,supp,461.3,350.3,125,0.276,0.958,0.579
HET_3,1830,supp,502.9,1089.8,89,0.263,0.964,0.436
HET_3,1831,supp,515.1,1501.4,779,0.110,0.968,0.304
HET_3,1832,supp,500.3,277.9,251,0.360,0.945,0.715
HET_3,1833,supp,528.2,132.2,81,0.295,0.993,0.692
HET_3,1834,supp,537.7,1556.4,158,0.179,0.986,0.453
HET_3,1835,supp,533.2,939.5,92,0.486,0.928,0.687
HET_3,1836,supp,560.9,392.1,327,0.166,0.584,0.329
HET_3,1837,supp,563.0,1636.9,400,0.195,0.800,0.583
HET_3,1838,supp,557.5,1604.5,83,0.337,0.987,0.593
HET_3,1839,supp,564.2,844.4,330,0.133,0.890,0.299
HET_3,1840,supp,579.9,660.5,109,0.308,0.845,0.365
HET_3,1841,supp,576.8,287.8,85,0.418,0.883,0.634
HET_3,1842,supp,584.3,1894.1,97,0.344,0.800,0.527
HET_3,1843,supp,589.1,1616.1,172,0.244,0.799,0.402
HET_3,1844,supp,591.8,156.8,80,0.402,0.961,0.650
HET_3,1845,supp,603.2,569.7,224,0.305,0.936,0.647
HET_3,1846,supp,621.7,159.8,592,0.142,0.925,0.497
HET_3,1847,supp,646.1,464.1,403,0.092,0.934,0.248
HET_3,1848,supp,620.4,1495.7,142,0.350,0.967,0.648
HET_3,1849,supp,622.9,1540.6,246,0.272,0.936,0.558
HET_3,1850,supp,658.9,1473.1,743,0.115,0.829,0.406
HET_3,1851,supp,654.5,1025.5,303,0.123,0.718,0.317
HET_3,1852,supp,658.6,1353.4,743,0.151,0.881,0.437
HET_3,1853,supp,643.0,889.1,202,0.363,0.919,0.664
HET_3,1854,supp,652.5,670.6,95,0.240,0.993,0.487
HET_3,1855,supp,668.3,106.9,342,0.123,0.953,0.347
HET_3,1856,supp,657.4,522.7,372,0.142,0.922,0.356
HET_3,1857,supp,652.6,2028.7,91,0.753,0.755,0.850
HET_3,1858,supp,672.1,702.9,179,0.178,0.958,0.365
HET_3,1859,supp,670.7,593.0,53,0.432,0.978,0.576
HET_3,1860,supp,674.1,190.9,130,0.300,0.886,0.492
HET_3,1861,supp,674.2,235.4,139,0.326,0.886,0.513
HET_3,1862,supp,680.1,1065.1,112,0.226,0.987,0.523
HET_3,1863,supp,682.4,903.9,111,0.410,0.944,0.665
HET_3,1864,supp,692.2,2090.3,540,0.221,0.895,0.553
HET_3,1865,supp,685.4,1144.0,93,0.452,0.918,0.581
HET_3,1866,supp,686.5,1711.6,231,0.478,0.895,0.740
HET_3,1867,supp,693.1,1468.8,95,0.584,0.902,0.785
HET_3,1868,supp,709.2,158.3,115,0.305,0.986,0.615
HET_3,1869,supp,705.0,1905.3,377,0.183,0.942,0.440
HET_3,1870,supp,702.1,2053.4,113,0.653,0.473,0.813
HET_3,1871,supp,708.0,999.0,102,0.380,0.976,0.557
HET_3,1872,supp,718.8,1228.0,115,0.351,0.979,0.618
HET_3,1873,supp,731.1,527.6,355,0.135,0.952,0.317
HET_3,1874,supp,732.4,2120.8,261,0.152,0.961,0.420
HET_3,1875,supp,744.4,1669.2,338,0.208,0.892,0.564
HET_3,1876,supp,754.7,1133.7,447,0.106,0.967,0.281
HET_3,1877,supp,733.6,1065.5,93,0.250,0.996,0.715
HET_3,1878,supp,752.5,1752.0,446,0.181,0.864,0.464
HET_3,1879,supp,746.8,1913.0,120,0.248,0.974,0.545
HET_3,1880,supp,779.9,1832.9,943,0.074,0.909,0.292
HET_3,1881,supp,769.2,1493.7,277,0.218,0.894,0.436
HET_3,1882,supp,766.9,1942.6,259,0.242,0.976,0.555
HET_3,1883,supp,770.0,620.2,159,0.200,0.949,0.391
HET_3,1884,supp,789.1,801.4,404,0.119,0.923,0.307
HET_3,1885,supp,792.0,2221.4,526,0.134,0.936,0.428
HET_3,1886,supp,782.6,2130.7,280,0.386,0.931,0.700
HET_3,1887,supp,802.7,1044.9,104,0.289,0.990,0.627
HET_3,1888,supp,809.1,395.3,364,0.219,0.902,0.525
HET_3,1889,supp,796.8,116.9,109,0.373,0.719,0.551
HET_3,1890,supp,839.5,1478.6,172,0.251,0.844,0.478
HET_3,1891,supp,823.4,1244.7,179,0.306,0.963,0.579
HET_3,1892,supp,826.2,709.4,288,0.239,0.911,0.527
HET_3,1893,supp,828.1,1103.0,148,0.242,0.987,0.592
HET_3,1894,supp,834.4,818.6,283,0.352,0.665,0.700
HET_3,1895,supp,851.2,1334.4,97,0.232,0.996,0.527
HET_3,1896,supp,849.4,2171.7,196,0.366,0.905,0.683
HET_3,1897,supp,873.4,315.0,124,0.210,0.995,0.709
HET_3,1898,supp,868.4,1754.4,175,0.387,0.748,0.709
HET_3,1899,supp,885.3,868.8,99,0.289,0.961,0.478
HET_3,1900,supp,903.4,1512.0,114,0.223,0.978,0.331
HET_3,1901,supp,920.2,1793.9,558,0.136,0.862,0.376
HET_3,1902,supp,900.0,770.7,104,0.289,0.913,0.477
HET_3,1903,supp,922.4,2494.5,408,0.162,0.975,0.390
HET_3,1904,supp,909.7,703.3,89,0.263,0.979,0.456
HET_3,1905,supp,910.9,2539.8,398,0.229,0.980,0.672
HET_3,1906,supp,926.3,2018.7,576,0.150,0.685,0.396
HET_3,1907,supp,926.8,106.2,155,0.363,0.535,0.760
HET_3,1908,supp,931.7,2374.1,323,0.193,0.852,0.565
HET_3,1909,supp,954.4,670.3,393,0.107,0.885,0.286
HET_3,1910,supp,934.3,1837.8,139,0.345,0.875,0.623
HET_3,1911,supp,935.1,2398.5,103,0.651,0.785,0.866
HET_3,1912,supp,944.7,1448.6,118,0.292,0.922,0.520
HET_3,1913,supp,945.6,2383.7,128,0.649,0.872,0.895
HET_3,1914,supp,960.8,2446.3,566,0.117,0.970,0.374
HET_3,1915,supp,970.6,309.5,332,0.194,0.924,0.486
HET_3,1916,supp,959.9,2377.8,288,0.300,0.912,0.659
HET_3,1917,supp,984.5,1280.6,117,0.391,0.957,0.646
HET_3,1918,supp,995.5,1059.6,296,0.180,0.941,0.350
HET_3,1919,supp,1025.3,1012.4,407,0.121,0.840,0.314
HET_3,1920,supp,1015.9,840.2,101,0.362,0.969,0.754
HET_3,1921,supp,1019.2,1696.9,223,0.244,0.833,0.539
HET_3,1922,supp,1026.2,471.0,71,0.219,0.913,0.275
HET_3,1923,supp,1037.9,2359.5,151,0.200,0.956,0.487
HET_3,1924,supp,1041.1,548.3,114,0.249,0.668,0.388
HET_3,1925,supp,1047.7,595.2,83,0.371,0.864,0.421
HET_3,1926,supp,1042.5,717.1,85,0.291,0.978,0.503
HET_3,1927,supp,1058.2,339.9,425,0.126,0.668,0.395
HET_3,1928,supp,1065.5,2044.6,466,0.102,0.839,0.292
HET_3,1929,supp,1057.3,969.1,157,0.387,0.965,0.692
HET_3,1930,supp,1071.3,625.6,536,0.102,0.822,0.412
HET_3,1931,supp,1080.0,2807.1,188,0.600,0.801,0.814
HET_3,1932,supp,1085.0,993.1,84,0.373,0.972,0.627
HET_3,1933,supp,1095.9,2998.0,139,0.540,0.574,0.716
HET_3,1934,supp,1106.9,150.1,220,0.279,0.928,0.613
HET_3,1935,supp,1105.9,338.6,124,0.562,0.884,0.770
HET_3,1936,supp,1132.3,1399.2,449,0.101,0.844,0.317
HET_3,1937,supp,1153.6,624.9,395,0.137,0.856,0.337
HET_3,1938,supp,1134.4,1190.2,84,0.550,0.964,0.718
HET_3,1939,supp,1139.3,3031.5,245,0.328,0.868,0.588
HET_3,1940,supp,1138.4,833.3,56,0.458,0.855,0.528
HET_3,1941,supp,1140.1,873.8,83,0.322,0.729,0.638
HET_3,1942,supp,1157.2,2216.5,86,0.300,0.987,0.632
HET_3,1943,supp,1155.6,218.1,83,0.300,0.990,0.553
HET_3,1944,supp,1177.5,1024.3,306,0.218,0.727,0.433
HET_3,1945,supp,1186.4,1299.5,104,0.297,0.967,0.550
HET_3,1946,supp,1202.2,237.2,137,0.271,0.992,0.685
HET_3,1947,supp,1194.1,287.9,88,0.325,0.938,0.547
HET_3,1948,supp,1217.9,831.6,256,0.278,0.922,0.595
HET_3,1949,supp,1220.5,1043.0,236,0.251,0.257,0.444
HET_3,1950,supp,1229.2,2445.9,398,0.108,0.512,0.273
HET_3,1951,supp,1230.4,1136.7,236,0.382,0.914,0.713
HET_3,1952,supp,1266.4,918.8,535,0.144,0.891,0.515
HET_3,1953,supp,1263.4,2032.0,156,0.158,0.917,0.264
HET_3,1954,supp,1263.0,1693.7,348,0.332,0.867,0.588
HET_3,1955,supp,1270.8,1360.4,321,0.103,0.464,0.275
HET_3,1956,supp,1272.2,743.6,367,0.156,0.780,0.397
HET_3,1957,supp,1307.0,711.2,392,0.103,0.947,0.225
HET_3,1958,supp,1289.9,403.0,339,0.249,0.961,0.594
HET_3,1959,supp,1282.6,768.9,287,0.538,0.559,0.774
HET_3,1960,supp,1292.5,1286.7,425,0.122,0.855,0.290
