image,cell_id,cy,cx,area_px,circularity,eccentricity,solidity,process_count
HET_3,1029,1913.6,1071.5,530,0.424,0.788,0.724,0
HET_3,1030,1916.3,400.8,390,0.578,0.813,0.796,0
HET_3,1031,1918.9,791.8,515,0.620,0.466,0.842,2
HET_3,1032,1922.5,1560.1,489,0.574,0.909,0.830,2
HET_3,1033,1922.1,1710.3,332,0.755,0.726,0.902,3
HET_3,1034,1916.0,1907.7,258,0.779,0.789,0.918,1
HET_3,1035,1919.8,2042.4,245,0.751,0.880,0.914,0
HET_3,1036,1926.3,2226.6,331,0.355,0.807,0.614,0
HET_3,1037,1924.7,2353.2,304,0.609,0.883,0.854,3
HET_3,1038,1926.7,1338.9,237,0.685,0.876,0.908,2
HET_3,1039,1923.7,3076.2,212,0.719,0.823,0.887,1
HET_3,1040,1933.5,3029.7,264,0.531,0.830,0.727,0
HET_3,1041,1940.4,2534.9,625,0.618,0.465,0.815,0
HET_3,1042,1935.9,1507.4,244,0.812,0.865,0.931,0
HET_3,1043,1937.9,2134.9,647,0.748,0.757,0.919,0
HET_3,1044,1935.2,2389.1,240,0.870,0.777,0.930,0
HET_3,1045,1951.9,1423.3,567,0.428,0.961,0.793,0
HET_3,1046,1936.7,1600.6,379,0.438,0.966,0.837,1
HET_3,1047,1935.7,1657.6,231,0.644,0.870,0.868,0
HET_3,1048,1939.8,1458.5,162,0.821,0.847,0.920,1
HET_3,1049,1945.0,2118.9,176,0.827,0.817,0.951,2
HET_3,1050,1945.7,1701.4,481,0.516,0.961,0.860,1
HET_3,1051,1961.0,588.4,616,0.283,0.938,0.547,0
HET_3,1052,1955.0,3015.5,573,0.711,0.725,0.902,1
HET_3,1053,1972.5,239.0,637,0.270,0.988,0.640,0
HET_3,1054,1955.5,1786.8,296,0.826,0.782,0.934,3
HET_3,1055,1966.2,2204.6,468,0.424,0.971,0.862,1
HET_3,1056,1955.7,878.7,287,0.607,0.886,0.813,3
HET_3,1057,1956.5,478.6,289,0.584,0.939,0.892,1
HET_3,1058,1959.9,695.7,309,0.587,0.881,0.805,0
HET_3,1059,1957.2,1493.9,134,0.815,0.797,0.918,0
HET_3,1060,1956.1,2406.5,190,0.582,0.956,0.909,0
HET_3,1061,1969.2,1861.5,401,0.571,0.883,0.827,1
HET_3,1062,1971.5,2670.6,651,0.389,0.506,0.666,1
HET_3,1063,1968.7,3109.8,582,0.624,0.886,0.870,0
HET_3,1064,1974.0,806.5,392,0.361,0.803,0.637,2
HET_3,1065,1965.1,2093.8,471,0.456,0.892,0.741,1
HET_3,1066,1970.1,192.0,279,0.631,0.877,0.851,2
HET_3,1067,1977.8,685.5,466,0.670,0.836,0.886,0
HET_3,1068,1969.0,1992.5,312,0.717,0.894,0.923,0
HET_3,1069,1973.2,398.1,518,0.380,0.822,0.652,1
HET_3,1070,1982.3,1729.1,506,0.378,0.953,0.677,1
HET_3,1071,1988.2,1480.1,512,0.335,0.938,0.634,1
HET_3,1072,1973.3,1464.6,127,0.913,0.770,0.955,0
HET_3,1073,1981.8,1936.7,410,0.483,0.885,0.707,2
HET_3,1074,1995.4,562.5,421,0.267,0.971,0.595,0
HET_3,1075,1987.8,2406.9,999,0.576,0.673,0.830,0
HET_3,1076,1975.4,2484.6,272,0.676,0.863,0.895,0
HET_3,1077,1986.8,2897.9,563,0.534,0.886,0.787,0
HET_3,1078,1992.1,2871.3,431,0.391,0.979,0.830,0
HET_3,1079,1988.8,3034.1,520,0.659,0.572,0.861,1
HET_3,1080,1998.6,3094.5,318,0.305,0.984,0.667,0
HET_3,1081,1985.2,2430.6,273,0.877,0.618,0.948,0
HET_3,1082,1993.0,2946.6,477,0.425,0.942,0.714,1
HET_3,1083,2001.2,1748.0,515,0.421,0.936,0.664,0
HET_3,1084,1993.5,186.1,420,0.896,0.682,0.961,0
HET_3,1085,1996.7,334.0,603,0.688,0.611,0.863,1
HET_3,1086,1995.4,2830.9,388,0.671,0.856,0.882,1
HET_3,1087,1998.9,2356.2,534,0.420,0.956,0.850,3
HET_3,1088,2006.4,806.8,556,0.642,0.799,0.888,0
HET_3,1089,1997.7,1547.9,230,0.879,0.715,0.931,1
HET_3,1090,2007.5,841.9,265,0.521,0.831,0.755,0
HET_3,1091,2017.2,2634.4,475,0.337,0.956,0.725,0
HET_3,1092,1999.3,2648.0,136,0.786,0.849,0.895,0
HET_3,1093,2010.1,2291.2,329,0.723,0.813,0.899,0
HET_3,1094,2008.9,1000.8,345,0.480,0.941,0.777,0
HET_3,1095,2023.5,3014.7,529,0.410,0.867,0.656,0
HET_3,1096,2023.1,2787.0,453,0.391,0.936,0.705,1
HET_3,1097,2013.2,2927.0,350,0.864,0.745,0.938,0
HET_3,1098,2019.8,1733.8,277,0.836,0.840,0.952,1
HET_3,1099,2028.9,2486.4,479,0.481,0.911,0.764,0
HET_3,1100,2026.1,321.7,509,0.336,0.922,0.659,3
HET_3,1101,2019.9,1030.2,178,0.800,0.830,0.927,0
HET_3,1102,2024.6,2581.4,499,0.382,0.974,0.786,1
HET_3,1103,2028.1,3090.7,209,0.836,0.769,0.937,1
HET_3,1104,2036.9,516.1,567,0.623,0.621,0.834,2
HET_3,1105,2032.7,3119.4,537,0.420,0.776,0.692,0
HET_3,1106,2031.0,1887.4,435,0.833,0.570,0.942,0
HET_3,1107,2041.6,788.9,337,0.717,0.812,0.892,0
HET_3,1108,2039.4,2264.5,539,0.646,0.874,0.857,0
HET_3,1109,2041.8,2470.9,319,0.706,0.807,0.842,0
HET_3,1110,2040.6,702.4,334,0.547,0.787,0.795,1
HET_3,1111,2045.0,913.7,226,0.593,0.943,0.893,0
HET_3,1112,2055.8,1455.1,501,0.400,0.955,0.734,0
HET_3,1113,2052.8,2811.2,543,0.485,0.930,0.847,1
HET_3,1114,2048.2,852.8,164,0.656,0.868,0.872,0
HET_3,1115,2051.5,2390.5,432,0.542,0.839,0.776,0
HET_3,1116,2047.0,1326.2,141,0.795,0.868,0.934,0
HET_3,1117,2056.3,2909.8,599,0.468,0.944,0.824,1
HET_3,1118,2046.3,775.6,151,0.928,0.550,0.938,1
HET_3,1119,2043.6,825.9,202,0.504,0.973,0.922,0
HET_3,1120,2064.8,949.6,604,0.411,0.725,0.675,0
HET_3,1121,2052.8,2102.0,246,0.607,0.938,0.872,1
HET_3,1122,2055.2,2445.7,259,0.865,0.795,0.956,1
HET_3,1123,2057.3,1512.5,378,0.515,0.886,0.791,1
HET_3,1124,2061.7,2286.2,162,0.571,0.954,0.895,0
HET_3,1125,2069.2,3017.6,412,0.562,0.934,0.864,0
HET_3,1126,2064.1,3082.9,601,0.798,0.727,0.936,0
HET_3,1127,2070.4,825.2,544,0.618,0.791,0.870,1
HET_3,1128,2059.8,2096.2,134,0.964,0.563,0.950,0
HET_3,1129,2072.6,1020.4,393,0.454,0.968,0.797,1
HET_3,1130,2067.7,2193.1,501,0.594,0.923,0.867,0
HET_3,1131,2071.9,1792.8,306,0.547,0.897,0.805,1
HET_3,1132,2071.5,2002.8,354,0.672,0.889,0.874,1
HET_3,1133,2077.7,2972.6,461,0.477,0.763,0.781,1
HET_3,1134,2072.7,348.9,412,0.443,0.882,0.715,0
HET_3,1135,2081.2,255.6,429,0.500,0.718,0.750,1
HET_3,1136,2082.7,1730.1,330,0.642,0.521,0.848,2
HET_3,1137,2084.0,2500.3,410,0.645,0.819,0.861,1
HET_3,1138,2078.2,879.0,321,0.825,0.775,0.930,0
HET_3,1139,2092.1,2862.7,467,0.468,0.953,0.776,1
HET_3,1140,2082.1,635.7,427,0.665,0.708,0.873,0
HET_3,1141,2082.8,1862.1,291,0.860,0.663,0.951,1
HET_3,1142,2092.8,1348.6,461,0.462,0.942,0.773,0
HET_3,1143,2093.7,1161.1,441,0.767,0.695,0.893,0
HET_3,1144,2092.6,2116.4,310,0.758,0.801,0.906,1
HET_3,1145,2102.5,816.0,278,0.444,0.958,0.801,0
HET_3,1146,2090.7,594.4,142,0.880,0.656,0.928,2
HET_3,1147,2100.6,2539.8,737,0.560,0.597,0.808,0
HET_3,1148,2108.7,3126.6,645,0.361,0.866,0.621,1
HET_3,1149,2101.9,2471.3,465,0.345,0.908,0.598,1
HET_3,1150,2094.9,1527.0,214,0.489,0.808,0.704,0
HET_3,1151,2100.4,1972.0,404,0.831,0.612,0.920,1
HET_3,1152,2105.1,1253.3,562,0.530,0.948,0.862,2
HET_3,1153,2101.7,2987.3,775,0.579,0.358,0.827,0
HET_3,1154,2098.7,607.2,306,0.891,0.564,0.962,0
HET_3,1155,2100.8,937.4,165,0.489,0.740,0.730,0
HET_3,1156,2113.6,552.4,525,0.517,0.907,0.819,0
HET_3,1157,2100.3,2505.5,191,0.955,0.512,0.965,0
HET_3,1158,2113.6,2158.9,585,0.349,0.977,0.726,0
HET_3,1159,2117.0,1609.6,323,0.521,0.958,0.871,2
HET_3,1160,2119.1,2815.0,507,0.345,0.766,0.714,0
HET_3,1161,2114.4,307.9,396,0.605,0.699,0.787,1
HET_3,1162,2116.6,2780.8,340,0.371,0.790,0.608,0
HET_3,1163,2112.0,2090.1,419,0.580,0.886,0.855,1
HET_3,1164,2112.1,493.2,183,0.576,0.951,0.832,1
HET_3,1165,2117.5,707.9,458,0.330,0.844,0.627,1
HET_3,1166,2108.6,1571.3,176,0.548,0.964,0.893,0
HET_3,1167,2127.2,2963.1,663,0.451,0.964,0.801,0
HET_3,1168,2119.5,2048.2,444,0.518,0.798,0.780,1
HET_3,1169,2124.8,2730.8,512,0.413,0.941,0.705,2
HET_3,1170,2124.6,3052.2,415,0.505,0.726,0.744,0
HET_3,1171,2123.6,2609.3,1013,0.664,0.860,0.893,0
HET_3,1172,2125.0,3028.3,282,0.571,0.910,0.822,0
HET_3,1173,2129.5,2299.7,695,0.201,0.970,0.472,0
HET_3,1174,2131.3,2683.0,429,0.505,0.932,0.825,2
HET_3,1175,2122.2,2857.2,386,0.410,0.921,0.728,1
HET_3,1176,2127.8,1004.7,270,0.839,0.659,0.925,0
HET_3,1177,2132.0,1779.9,442,0.538,0.893,0.795,0
HET_3,1178,2135.7,686.1,402,0.454,0.922,0.713,1
HET_3,1179,2135.9,2386.6,330,0.653,0.546,0.859,2
HET_3,1180,2149.5,2800.9,517,0.355,0.964,0.713,2
HET_3,1181,2137.2,1567.9,428,0.623,0.911,0.890,1
HET_3,1182,2148.3,355.4,512,0.429,0.857,0.738,0
HET_3,1183,2136.1,272.8,189,0.948,0.390,0.955,1
HET_3,1184,2157.4,2481.0,857,0.196,0.467,0.475,0
HET_3,1185,2157.6,1021.2,479,0.272,0.960,0.562,0
HET_3,1186,2152.5,1336.0,306,0.475,0.969,0.887,2
HET_3,1187,2146.3,550.2,465,0.393,0.952,0.746,1
HET_3,1188,2144.3,3137.1,199,0.780,0.804,0.900,0
HET_3,1189,2144.7,1090.8,342,0.687,0.918,0.922,2
HET_3,1190,2150.9,778.7,336,0.522,0.610,0.780,1
HET_3,1191,2148.4,807.4,314,0.907,0.477,0.954,0
HET_3,1192,2154.1,251.0,315,0.781,0.792,0.913,1
HET_3,1193,2157.1,2169.7,534,0.320,0.907,0.608,0
HET_3,1194,2170.3,1877.7,553,0.424,0.968,0.825,0
HET_3,1195,2165.3,3040.2,630,0.293,0.970,0.623,1
HET_3,1196,2155.6,589.6,408,0.450,0.958,0.819,1
HET_3,1197,2161.8,2086.6,393,0.644,0.703,0.833,2
HET_3,1198,2161.5,2616.6,432,0.574,0.913,0.821,1
HET_3,1199,2171.2,3131.1,349,0.586,0.832,0.786,0
HET_3,1200,2167.2,520.5,319,0.660,0.809,0.839,0
HET_3,1201,2177.5,2774.9,501,0.411,0.746,0.691,3
HET_3,1202,2170.6,1694.3,368,0.560,0.916,0.846,0
HET_3,1203,2175.1,258.9,301,0.719,0.835,0.891,0
HET_3,1204,2186.2,1770.2,616,0.381,0.726,0.668,1
HET_3,1205,2182.9,1553.6,341,0.615,0.934,0.868,0
HET_3,1206,2181.7,1830.9,513,0.371,0.937,0.642,0
HET_3,1207,2181.4,494.9,411,0.686,0.907,0.926,1
HET_3,1208,2180.6,2620.2,144,0.824,0.861,0.941,0
HET_3,1209,2184.4,2878.8,370,0.325,0.885,0.519,0
HET_3,1210,2204.5,1277.0,571,0.275,0.963,0.597,0
HET_3,1211,2193.8,1476.9,283,0.443,0.780,0.674,0
HET_3,1212,2187.8,3107.1,264,0.913,0.759,0.957,1
HET_3,1213,2189.2,246.9,198,0.949,0.501,0.947,2
HET_3,1214,2190.9,2298.9,184,0.815,0.800,0.915,1
HET_3,1215,2195.1,473.8,361,0.718,0.902,0.935,1
HET_3,1216,2191.2,3064.5,331,0.535,0.893,0.784,1
HET_3,1217,2201.1,620.2,629,0.350,0.928,0.668,0
HET_3,1218,2209.7,450.5,523,0.241,0.911,0.527,1
HET_3,1219,2199.8,840.7,398,0.452,0.749,0.728,1
HET_3,1220,2200.9,1110.4,477,0.463,0.891,0.754,1
HET_3,1221,2197.7,986.5,294,0.536,0.600,0.731,1
HET_3,1222,2202.8,1165.1,363,0.614,0.913,0.866,0
HET_3,1223,2201.3,415.0,244,0.494,0.797,0.758,0
HET_3,1224,2193.3,1243.5,178,0.445,0.971,0.817,0
HET_3,1225,2205.1,2120.8,484,0.788,0.590,0.911,0
HET_3,1226,2204.3,276.4,264,0.805,0.818,0.933,1
HET_3,1227,2205.3,500.4,302,0.787,0.836,0.929,0
HET_3,1228,2211.6,2025.7,390,0.501,0.873,0.717,1
HET_3,1229,2212.9,2677.8,707,0.536,0.896,0.855,1
HET_3,1230,2210.4,1926.5,559,0.424,0.791,0.701,1
HET_3,1231,2215.3,708.0,451,0.336,0.983,0.726,0
HET_3,1232,2214.4,2403.0,635,0.330,0.866,0.626,0
HET_3,1233,2209.1,1408.8,442,0.489,0.709,0.727,0
HET_3,1234,2204.7,1898.0,101,0.900,0.815,0.927,0
HET_3,1235,2214.5,3004.2,426,0.474,0.968,0.829,0
HET_3,1236,2206.0,1598.9,114,0.597,0.956,0.877,0
HET_3,1237,2213.8,541.1,304,0.904,0.551,0.956,1
HET_3,1238,2223.9,553.4,503,0.351,0.964,0.651,0
HET_3,1239,2224.9,1958.9,667,0.509,0.661,0.807,0
HET_3,1240,2220.2,422.8,379,0.602,0.522,0.842,1
HET_3,1241,2236.9,2969.6,461,0.452,0.969,0.822,1
HET_3,1242,2225.0,502.0,340,0.393,0.937,0.720,1
HET_3,1243,2224.9,808.5,247,0.668,0.807,0.885,2
HET_3,1244,2231.0,1048.9,489,0.453,0.786,0.701,1
HET_3,1245,2220.1,1179.1,230,0.519,0.969,0.906,0
HET_3,1246,2227.0,2772.7,572,0.361,0.932,0.683,1
HET_3,1247,2229.7,1904.2,229,0.830,0.708,0.950,2
HET_3,1248,2234.6,1653.7,252,0.592,0.929,0.826,0
HET_3,1249,2229.6,1396.4,171,0.690,0.895,0.851,0
HET_3,1250,2250.0,1862.6,544,0.424,0.953,0.794,1
HET_3,1251,2236.0,1564.1,404,0.504,0.932,0.781,0
HET_3,1252,2243.4,2759.1,461,0.336,0.872,0.610,0
HET_3,1253,2239.1,2993.8,389,0.500,0.891,0.761,2
HET_3,1254,2241.1,1829.7,287,0.468,0.937,0.778,0
HET_3,1255,2256.3,2091.1,493,0.470,0.713,0.741,1
HET_3,1256,2254.7,2738.8,273,0.379,0.983,0.801,0
HET_3,1257,2246.5,1276.6,205,0.882,0.718,0.945,0
HET_3,1258,2253.7,1893.7,583,0.611,0.854,0.852,0
HET_3,1259,2247.2,3076.3,216,0.578,0.915,0.850,0
HET_3,1260,2244.2,1335.0,170,0.597,0.931,0.825,0
HET_3,1261,2251.3,1766.2,225,0.749,0.844,0.896,1
HET_3,1262,2254.3,2842.8,229,0.540,0.945,0.804,0
HET_3,1263,2259.5,3094.4,392,0.506,0.917,0.790,3
HET_3,1264,2248.8,2634.7,92,1.027,0.397,0.939,1
HET_3,1265,2274.0,2336.2,504,0.357,0.950,0.697,1
HET_3,1266,2267.9,361.0,346,0.568,0.932,0.874,2
HET_3,1267,2257.2,660.1,310,0.577,0.922,0.856,0
HET_3,1268,2272.4,1070.7,426,0.496,0.943,0.830,0
HET_3,1269,2263.0,2509.7,397,0.601,0.705,0.788,0
HET_3,1270,2262.2,867.7,416,0.499,0.894,0.758,1
HET_3,1271,2278.7,1655.7,463,0.376,0.944,0.653,0
HET_3,1272,2262.3,441.4,226,0.904,0.587,0.950,1
HET_3,1273,2276.1,1324.2,434,0.362,0.954,0.687,0
HET_3,1274,2276.9,2285.7,482,0.354,0.954,0.630,0
HET_3,1275,2263.4,3015.1,354,0.631,0.890,0.887,2
HET_3,1276,2272.2,2135.5,414,0.682,0.504,0.850,0
HET_3,1277,2273.3,2841.5,271,0.571,0.878,0.814,1
HET_3,1278,2280.7,2913.6,635,0.325,0.969,0.672,0
HET_3,1279,2281.2,790.7,488,0.367,0.974,0.698,0
HET_3,1280,2275.0,517.6,408,0.834,0.778,0.932,2
HET_3,1281,2289.0,2384.7,616,0.337,0.910,0.640,0
HET_3,1282,2276.1,959.2,208,0.708,0.907,0.900,1
HET_3,1283,2276.8,1515.3,234,0.832,0.754,0.925,1
HET_3,1284,2272.8,450.8,174,0.676,0.932,0.883,1
HET_3,1285,2280.3,1974.5,281,0.715,0.864,0.901,2
HET_3,1286,2275.4,2012.7,162,0.985,0.493,0.953,1
HET_3,1287,2280.7,351.8,331,0.737,0.794,0.912,0
HET_3,1288,2279.1,2169.7,316,0.692,0.756,0.845,0
HET_3,1289,2288.5,3015.9,373,0.376,0.977,0.730,0
HET_3,1290,2290.9,1796.7,635,0.428,0.902,0.699,1
HET_3,1291,2293.2,3098.2,946,0.615,0.309,0.878,0
HET_3,1292,2289.4,1104.5,575,0.760,0.686,0.916,0
HET_3,1293,2299.4,1385.8,516,0.409,0.928,0.710,0
HET_3,1294,2296.6,1444.8,234,0.496,0.952,0.783,0
HET_3,1295,2293.3,948.6,220,0.855,0.762,0.928,1
HET_3,1296,2291.0,1303.5,203,0.954,0.611,0.949,0
HET_3,1297,2295.3,1492.1,345,0.702,0.685,0.869,0
HET_3,1298,2290.4,1770.5,179,0.805,0.819,0.923,0
HET_3,1299,2295.7,1507.8,285,0.713,0.848,0.916,0
HET_3,1300,2295.2,2976.6,249,0.913,0.732,0.954,0
HET_3,1301,2307.1,1551.8,436,0.589,0.930,0.850,1
HET_3,1302,2297.8,2169.9,175,0.838,0.816,0.946,1
HET_3,1303,2299.3,403.0,302,0.758,0.732,0.899,0
HET_3,1304,2308.9,2443.4,416,0.718,0.454,0.863,0
HET_3,1305,2308.8,657.8,229,0.691,0.851,0.881,1
HET_3,1306,2314.4,407.1,339,0.589,0.895,0.887,2
HET_3,1307,2319.8,2891.7,445,0.516,0.455,0.777,0
HET_3,1308,2311.0,1285.3,210,0.896,0.734,0.938,0
HET_3,1309,2319.1,305.3,348,0.749,0.815,0.918,1
HET_3,1310,2317.8,331.3,290,0.795,0.829,0.954,3
HET_3,1311,2323.7,974.9,399,0.605,0.914,0.838,1
HET_3,1312,2316.1,1444.9,148,0.900,0.707,0.931,1
HET_3,1313,2317.1,1222.1,255,0.634,0.919,0.895,0
HET_3,1314,2323.4,1283.0,133,0.946,0.446,0.930,1
HET_3,1315,2332.6,2765.7,284,0.562,0.921,0.828,1
HET_3,1316,2342.5,1575.8,491,0.441,0.614,0.695,1
HET_3,1317,2329.3,2200.5,241,0.623,0.900,0.873,1
HET_3,1318,2332.2,2902.8,126,0.943,0.376,0.933,0
HET_3,1319,2339.6,3053.1,564,0.496,0.719,0.749,1
HET_3,1320,2337.7,1270.8,191,0.522,0.954,0.806,0
HET_3,1321,2359.1,1963.6,518,0.272,0.850,0.526,2
HET_3,1322,2338.4,1799.1,269,0.561,0.933,0.843,0
HET_3,1323,2345.5,805.7,289,0.524,0.874,0.787,0
HET_3,1324,2340.9,1071.7,399,0.501,0.952,0.836,1
HET_3,1325,2349.6,2968.8,404,0.716,0.813,0.876,0
HET_3,1326,2349.9,1785.6,354,0.579,0.727,0.794,1
HET_3,1327,2352.0,1913.5,314,0.438,0.856,0.706,1
HET_3,1328,2351.4,3085.5,539,0.628,0.814,0.833,1
HET_3,1329,2350.8,738.3,267,0.881,0.699,0.934,0
HET_3,1330,2360.1,2364.5,518,0.340,0.892,0.662,0
HET_3,1331,2363.2,361.7,525,0.623,0.917,0.884,0
HET_3,1332,2364.5,688.9,382,0.421,0.909,0.755,2
HET_3,1333,2355.9,417.5,397,0.403,0.958,0.724,2
HET_3,1334,2359.4,547.4,344,0.701,0.859,0.854,0
HET_3,1335,2361.5,1717.6,221,0.883,0.489,0.944,0
HET_3,1336,2376.6,1996.9,680,0.474,0.896,0.758,0
HET_3,1337,2369.1,1081.1,211,0.407,0.968,0.657,0
HET_3,1338,2362.8,1735.2,259,0.739,0.771,0.906,0
HET_3,1339,2371.3,2300.0,475,0.372,0.852,0.626,1
HET_3,1340,2371.3,2802.2,548,0.405,0.801,0.673,1
HET_3,1341,2369.7,296.7,356,0.831,0.847,0.967,0
HET_3,1342,2375.2,3037.6,348,0.539,0.929,0.835,0
HET_3,1343,2379.4,1242.6,534,0.434,0.941,0.813,0
HET_3,1344,2368.4,2530.6,328,0.543,0.923,0.806,1
HET_3,1345,2394.9,1866.1,454,0.259,0.967,0.528,0
HET_3,1346,2382.7,664.4,606,0.703,0.719,0.848,0
HET_3,1347,2385.7,2180.4,664,0.517,0.739,0.796,0
HET_3,1348,2380.0,608.9,373,0.746,0.857,0.932,3
HET_3,1349,2377.8,586.7,63,0.445,0.932,0.612,2
HET_3,1350,2393.6,399.4,469,0.810,0.280,0.914,0
HET_3,1351,2403.6,2652.3,698,0.392,0.964,0.722,0
HET_3,1352,2392.6,2419.4,254,0.678,0.920,0.891,1
HET_3,1353,2390.4,3127.1,345,0.674,0.862,0.852,0
HET_3,1354,2392.4,899.3,305,0.787,0.740,0.916,1
HET_3,1355,2397.1,2216.6,455,0.548,0.928,0.852,2
HET_3,1356,2389.0,3081.1,209,0.723,0.861,0.901,0
HET_3,1357,2392.6,879.1,183,0.748,0.888,0.934,0
HET_3,1358,2400.9,850.0,440,0.565,0.494,0.773,2
HET_3,1359,2408.3,2909.5,627,0.292,0.951,0.648,0
HET_3,1360,2398.8,3098.9,409,0.816,0.777,0.930,1
HET_3,1361,2406.1,1991.8,367,0.474,0.905,0.703,2
HET_3,1362,2400.9,3033.2,296,0.826,0.818,0.943,1
HET_3,1363,2418.7,1849.0,553,0.317,0.944,0.596,2
HET_3,1364,2411.4,826.0,313,0.378,0.936,0.641,0
HET_3,1365,2410.7,1461.7,1133,0.691,0.628,0.862,0
HET_3,1366,2402.8,627.8,176,0.949,0.442,0.957,2
HET_3,1367,2401.3,2961.5,199,0.780,0.850,0.934,1
HET_3,1368,2418.7,761.9,470,0.674,0.882,0.923,0
HET_3,1369,2410.4,2187.8,317,0.627,0.898,0.890,1
HET_3,1370,2416.6,2980.3,502,0.365,0.725,0.661,0
HET_3,1371,2412.1,898.8,238,0.688,0.848,0.872,0
HET_3,1372,2414.1,1492.1,639,0.730,0.660,0.896,0
HET_3,1373,2413.1,1319.4,389,0.432,0.978,0.829,1
HET_3,1374,2413.8,401.8,237,0.745,0.849,0.915,1
HET_3,1375,2411.8,955.9,189,0.813,0.584,0.900,2
HET_3,1376,2412.8,1672.1,215,0.835,0.698,0.919,1
HET_3,1377,2431.1,3069.9,736,0.357,0.971,0.784,2
HET_3,1378,2431.6,2759.3,1437,0.466,0.526,0.734,0
HET_3,1379,2417.1,3113.0,425,0.689,0.847,0.908,0
HET_3,1380,2424.2,2211.8,412,0.478,0.795,0.749,1
HET_3,1381,2420.8,1693.8,196,0.464,0.970,0.781,0
HET_3,1382,2424.0,1287.2,241,0.791,0.828,0.945,0
HET_3,1383,2427.4,950.1,285,0.818,0.419,0.919,0
HET_3,1384,2438.7,2584.7,438,0.528,0.718,0.788,1
HET_3,1385,2444.6,2729.4,455,0.505,0.907,0.794,1
HET_3,1386,2443.9,3014.6,398,0.585,0.848,0.794,1
HET_3,1387,2455.1,1749.0,1540,0.467,0.670,0.773,0
HET_3,1388,2441.7,724.5,378,0.542,0.877,0.797,3
HET_3,1389,2451.6,2652.1,515,0.472,0.902,0.751,1
HET_3,1390,2450.8,974.4,606,0.278,0.976,0.610,0
HET_3,1391,2441.6,760.4,207,0.927,0.458,0.937,0
HET_3,1392,2442.8,2348.0,308,0.562,0.836,0.772,1
HET_3,1393,2446.8,1853.3,403,0.735,0.667,0.931,0
HET_3,1394,2443.7,2842.0,168,0.710,0.862,0.908,0
HET_3,1395,2448.1,2502.0,307,0.684,0.784,0.850,0
HET_3,1396,2448.6,457.2,348,0.916,0.637,0.953,0
HET_3,1397,2449.7,663.4,274,0.792,0.688,0.926,2
HET_3,1398,2451.1,2218.0,442,0.591,0.929,0.868,0
HET_3,1399,2451.1,2262.9,193,0.702,0.741,0.865,2
HET_3,1400,2448.6,2520.0,194,0.861,0.758,0.946,0
HET_3,1401,2468.5,1802.7,432,0.429,0.967,0.882,2
HET_3,1402,2471.1,2821.8,436,0.348,0.972,0.722,1
HET_3,1403,2467.2,704.2,289,0.695,0.917,0.938,1
HET_3,1404,2459.4,2343.1,235,0.466,0.936,0.758,0
HET_3,1405,2478.2,1038.6,584,0.305,0.901,0.559,3
HET_3,1406,2475.4,1449.4,460,0.454,0.958,0.849,2
HET_3,1407,2472.2,438.6,394,0.843,0.446,0.949,2
HET_3,1408,2472.7,729.5,345,0.914,0.679,0.964,0
HET_3,1409,2471.0,1911.8,462,0.335,0.955,0.590,0
HET_3,1410,2471.5,458.6,219,0.930,0.591,0.965,0
HET_3,1411,2472.8,2941.0,458,0.421,0.961,0.711,0
HET_3,1412,2476.7,2444.0,387,0.380,0.955,0.705,1
HET_3,1413,2487.0,2111.8,587,0.203,0.868,0.460,0
HET_3,1414,2486.4,595.4,677,0.769,0.691,0.943,0
HET_3,1415,2483.1,2282.4,385,0.718,0.406,0.854,0
HET_3,1416,2482.8,2259.4,212,0.717,0.771,0.880,2
HET_3,1417,2491.8,2687.4,377,0.511,0.914,0.773,2
HET_3,1418,2480.8,3079.2,185,0.796,0.892,0.939,1
HET_3,1419,2489.3,2518.0,277,0.705,0.895,0.908,0
HET_3,1420,2491.0,478.5,418,0.471,0.962,0.826,1
HET_3,1421,2489.5,2003.8,384,0.413,0.884,0.707,2
HET_3,1422,2500.4,544.9,495,0.606,0.875,0.859,1
HET_3,1423,2494.5,1668.0,334,0.785,0.856,0.941,1
HET_3,1424,2498.7,3001.2,397,0.728,0.892,0.947,1
HET_3,1425,2498.1,2593.1,310,0.741,0.800,0.886,1
HET_3,1426,2510.3,2747.2,511,0.571,0.886,0.796,1
HET_3,1427,2502.5,2921.9,151,0.580,0.950,0.868,1
HET_3,1428,2506.6,1270.9,448,0.538,0.938,0.839,2
HET_3,1429,2515.9,3057.6,405,0.383,0.926,0.650,0
HET_3,1430,2515.6,1589.0,388,0.747,0.825,0.930,0
HET_3,1431,2510.2,2517.0,180,0.691,0.835,0.849,1
HET_3,1432,2513.7,2128.7,365,0.576,0.912,0.815,1
HET_3,1433,2518.7,3032.7,333,0.882,0.579,0.941,1
HET_3,1434,2528.6,594.4,998,0.697,0.782,0.899,0
HET_3,1435,2524.0,1746.6,365,0.313,0.985,0.730,0
HET_3,1436,2530.3,623.5,512,0.563,0.903,0.786,2
HET_3,1437,2539.3,1109.9,529,0.432,0.962,0.799,0
HET_3,1438,2531.9,1843.6,539,0.429,0.892,0.723,0
HET_3,1439,2541.3,803.7,480,0.415,0.954,0.731,2
HET_3,1440,2529.9,1605.6,446,0.361,0.966,0.705,0
HET_3,1441,2531.0,2362.4,316,0.571,0.838,0.810,1
HET_3,1442,2541.5,576.5,729,0.734,0.811,0.960,0
